trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T2518,A32,17-09-2025 14:21,20.38,30.57,Night,Medium,32.86,Storm,3,293,0.2766,5.64,Weather,36.21,24.45,15.45
T2519,A41,05-09-2025 15:16,8.55,12.83,Morning Peak,High,18.94,Rain,1,669,0.8988,6.2,Incident,19.03,16.8,4.89
T2520,A4,16-09-2025 23:27,22.49,33.73,Morning Peak,Low,17.83,Storm,3,126,0.4433,3.93,Weather,37.66,8.5,29.53
T2521,A50,20-09-2025 14:54,9.67,14.5,Night,High,30.9,Rain,1,584,0.0954,2.96,Traffic,17.46,3.78,18.96
T2522,A37,19-09-2025 02:00,10,15,Morning Peak,High,12.78,Fog,2,251,1.0566,8.96,Incident,23.96,3.84,20.96
T2523,A8,23-09-2025 08:49,15.28,22.92,Evening Peak,High,18.3,Storm,3,165,1.2652,12.75,Incident,35.67,15.44,30.01
T2524,A8,18-09-2025 19:14,14.5,21.75,Evening Peak,High,28.83,Rain,1,523,0.2645,8.24,Traffic,29.99,0.1,33.26
T2525,A12,29-09-2025 13:01,19.93,29.89,Afternoon,Medium,44.12,Storm,3,174,0.1885,13.32,Weather,43.21,23.84,28.8
T2526,A37,14-09-2025 10:27,28.29,42.43,Morning Peak,High,31.16,Fog,2,133,0.2346,16.39,Traffic,58.82,51.69,13.29
T2527,A26,30-09-2025 13:47,7.07,10.61,Afternoon,High,13.48,Clear,0,831,0.8344,6.14,Incident,16.75,5.76,13.82
T2528,A23,21-09-2025 23:12,28.6,42.9,Afternoon,Low,47.62,Clear,0,929,0.0679,0.21,No Delay,43.11,14.64,30.95
T2529,A7,20-09-2025 14:33,15.03,22.54,Evening Peak,Medium,30.66,Clear,0,768,0.0739,8.95,Traffic,31.49,2.22,30.66
T2530,A25,08-09-2025 12:05,24.72,37.08,Evening Peak,High,22.63,Rain,1,550,1.0149,19.52,Incident,56.6,39.07,22.7
T2531,A21,01-09-2025 23:26,22.12,33.18,Afternoon,High,21.55,Rain,1,590,0.6068,20.84,Incident,54.02,1.45,57.29
T2532,A37,26-09-2025 03:49,24.32,36.48,Evening Peak,High,13.34,Clear,0,939,0.2884,12.66,Traffic,49.14,28.07,28.44
T2533,A21,03-09-2025 01:50,20.13,30.2,Night,Low,57.29,Clear,0,832,0,0.31,No Delay,30.51,7.81,29.15
T2534,A18,05-09-2025 22:51,17.01,25.52,Night,Low,50.71,Storm,3,178,0.2665,10.75,Weather,36.27,10.7,31.4
T2535,A17,02-09-2025 22:32,2.44,3.66,Afternoon,Low,56.38,Clear,0,796,0.081,0.13,No Delay,3.79,2.84,6.61
T2536,A43,05-09-2025 11:14,24.16,36.24,Morning Peak,High,37.03,Clear,0,784,0.2828,12.6,Traffic,48.84,36.48,18.35
T2537,A13,05-09-2025 19:39,13.19,19.79,Morning Peak,Low,40.34,Clear,0,865,0,-0.66,No Delay,19.13,12.05,9.93
T2538,A7,22-09-2025 23:24,13.66,20.49,Morning Peak,Medium,44.42,Fog,2,219,0.0997,4.18,Weather,24.67,9.37,21.9
T2539,A6,07-09-2025 05:28,26.72,40.08,Night,Low,49.69,Clear,0,1013,0,-0.3,No Delay,39.78,6.67,40.55
T2540,A1,03-09-2025 20:37,10.1,15.15,Evening Peak,Medium,11.44,Fog,2,258,0.5803,7.8,Incident,22.95,17.03,14.23
T2541,A41,14-09-2025 08:57,27.72,41.58,Night,High,15.9,Rain,1,572,1.0522,22.58,Incident,64.16,35.48,37.86
T2542,A19,02-09-2025 05:06,12.15,18.23,Morning Peak,High,18,Clear,0,820,0.3986,5.13,Incident,23.36,17.13,9.93
T2543,A9,09-09-2025 05:02,9.58,14.37,Afternoon,Low,53.07,Clear,0,790,0.0393,0.19,No Delay,14.56,5.57,16.05
T2544,A33,30-09-2025 21:49,19.6,29.4,Morning Peak,High,22.55,Rain,1,481,0.2174,11.63,Traffic,41.03,12.99,33.97
T2545,A7,27-09-2025 17:02,16.01,24.02,Afternoon,Low,55.05,Clear,0,898,0.0618,0.16,No Delay,24.18,20.82,7.29
T2546,A12,24-09-2025 21:09,16.1,24.15,Night,Low,53.63,Clear,0,1016,0,0.71,Weather,24.86,9.52,18.08
T2547,A7,02-09-2025 13:27,27.47,41.2,Night,Medium,54.46,Clear,0,812,0,1.52,No Delay,42.72,0.93,45.86
T2548,A21,11-09-2025 09:26,27.65,41.47,Evening Peak,Low,41.41,Rain,1,595,0.3709,18.48,Weather,59.95,33.33,32.04
T2549,A42,07-09-2025 18:27,13.17,19.75,Afternoon,High,12.16,Fog,2,353,0.5199,10.15,Incident,29.9,20.57,13.54
T2550,A38,14-09-2025 02:30,11.86,17.79,Afternoon,High,16.81,Storm,3,197,0.5993,7.71,Incident,25.5,22.36,6.76
T2551,A31,16-09-2025 17:31,23.3,34.95,Evening Peak,High,22.14,Rain,1,526,0.8781,20.98,Incident,55.93,33.59,26.87
T2552,A15,21-09-2025 10:25,9.45,14.17,Evening Peak,Medium,47.38,Rain,1,540,0.3319,2.39,Weather,16.56,2.85,18
T2553,A45,15-09-2025 22:14,10.52,15.78,Afternoon,Low,44.36,Clear,0,793,0,-0.41,No Delay,15.37,3.42,16.13
T2554,A44,25-09-2025 21:00,7.53,11.29,Night,Low,43.87,Clear,0,994,0.0188,0.64,No Delay,11.93,2.45,11.82
T2555,A4,19-09-2025 13:43,29.72,44.58,Morning Peak,Medium,30.9,Clear,0,897,0.3868,20.83,Traffic,65.41,2.64,71.91
T2556,A14,28-09-2025 17:24,5.43,8.14,Evening Peak,High,15.07,Fog,2,243,0.8996,3.64,Traffic,11.78,8.41,10.45
T2557,A49,09-09-2025 20:42,8.66,12.99,Evening Peak,High,27.01,Fog,2,289,0.1153,4.85,Weather,17.84,3.15,16.94
T2558,A40,23-09-2025 19:08,10.27,15.4,Evening Peak,High,8.16,Fog,2,158,1.0185,8.77,Incident,24.17,9.02,20.41
T2559,A26,29-09-2025 06:40,5.4,8.1,Evening Peak,Low,52.64,Fog,2,237,0.2717,1.29,Weather,9.39,0.96,10.82
T2560,A43,08-09-2025 04:14,22.22,33.33,Morning Peak,Medium,28.55,Clear,0,963,0.2475,12.59,Traffic,45.92,37.53,14.98
T2561,A26,27-09-2025 14:59,26.15,39.22,Night,Medium,44.6,Fog,2,291,0.448,11.33,Weather,50.55,41.18,14.19
T2562,A27,09-09-2025 22:41,28.74,43.11,Morning Peak,High,32.82,Rain,1,723,1.176,12.71,Incident,55.82,16.23,42.66
T2563,A25,13-09-2025 05:35,23.98,35.97,Morning Peak,High,15.46,Storm,3,223,1.3078,16.92,Incident,52.89,4.18,50.35
T2564,A50,29-09-2025 09:50,25.74,38.61,Afternoon,Medium,36.14,Storm,3,118,0.3502,16.37,Weather,54.98,47.15,13.11
T2565,A41,22-09-2025 21:24,18.32,27.48,Morning Peak,High,29.16,Rain,1,419,0.0829,6.96,Traffic,34.44,24.62,14.52
T2566,A37,15-09-2025 06:10,17.74,26.61,Night,Low,55.93,Clear,0,1070,0,1.1,No Delay,27.71,15.33,19.92
T2567,A20,11-09-2025 19:38,13.72,20.58,Night,Low,47.52,Clear,0,936,0,1.12,No Delay,21.7,11.14,14.26
T2568,A47,20-09-2025 11:20,9.66,14.49,Night,High,15.49,Clear,0,969,1.209,6.82,Incident,21.31,5.17,21.89
T2569,A30,10-09-2025 01:47,23.09,34.64,Afternoon,Medium,44.22,Rain,1,512,0.4741,9.77,Weather,44.41,24.34,27.33
T2570,A44,18-09-2025 13:21,29.57,44.35,Afternoon,Low,33.1,Clear,0,907,0,-1.13,No Delay,43.22,23.89,23.54
T2571,A24,19-09-2025 21:49,25.5,38.25,Morning Peak,High,17.95,Fog,2,310,0.9485,14.74,Incident,52.99,34.89,21.06
T2572,A2,24-09-2025 22:17,15.57,23.36,Evening Peak,High,23.19,Rain,1,592,0.6661,7.44,Incident,30.8,11.2,28.52
T2573,A28,28-09-2025 11:30,19.34,29.01,Evening Peak,High,36.09,Rain,1,644,0.3505,10.84,Traffic,39.85,15.31,29.63
T2574,A18,18-09-2025 04:56,11.73,17.59,Evening Peak,High,32.46,Clear,0,872,0.3093,4.95,Traffic,22.54,4.22,19.01
T2575,A30,03-09-2025 22:11,29.86,44.79,Morning Peak,Low,23.06,Storm,3,279,0.0149,14.25,Weather,59.04,10.24,58.04
T2576,A23,02-09-2025 16:01,5.4,8.1,Night,Medium,31.43,Rain,1,524,0.0394,1.37,Weather,9.47,0.02,15.86
T2577,A28,24-09-2025 03:45,2.17,3.25,Evening Peak,Medium,40.61,Fog,2,281,0.1891,1.15,Weather,4.4,3.63,4.3
T2578,A44,22-09-2025 07:17,4.92,7.38,Evening Peak,High,31.56,Fog,2,337,1.2414,2.44,Incident,9.82,7.93,9.54
T2579,A19,18-09-2025 18:03,20.51,30.77,Morning Peak,High,20.25,Clear,0,1080,0.2055,9.04,Traffic,39.81,25.42,18.04
T2580,A2,19-09-2025 10:55,18.97,28.45,Evening Peak,Low,21.49,Fog,2,320,0.1481,9.23,Weather,37.68,10.35,33.56
T2581,A39,26-09-2025 11:33,18.25,27.38,Evening Peak,Medium,33.06,Clear,0,822,0.2415,5.96,Traffic,33.34,8.35,29.07
T2582,A7,28-09-2025 01:30,8.42,12.63,Evening Peak,High,11.43,Fog,2,127,1.0356,3.59,Incident,16.22,4.67,17.76
T2583,A30,03-09-2025 02:55,6.55,9.83,Evening Peak,Medium,5,Clear,0,954,1.3675,4.61,Incident,14.44,8.04,12.58
T2584,A23,28-09-2025 05:40,4.82,7.23,Afternoon,Medium,34.64,Fog,2,228,0.2588,3,Weather,10.23,9.13,8.14
T2585,A3,22-09-2025 19:57,24.16,36.24,Afternoon,High,41.51,Clear,0,920,0.0973,15.89,Traffic,52.13,6.3,49.12
T2586,A5,08-09-2025 19:00,14.99,22.49,Evening Peak,High,28.57,Rain,1,591,0.1021,9.63,Traffic,32.12,19.44,18.22
T2587,A14,19-09-2025 17:08,23.17,34.76,Morning Peak,High,29.15,Clear,0,981,0.2162,11.97,Traffic,46.73,8.89,44.64
T2588,A7,16-09-2025 06:48,13.36,20.04,Afternoon,Low,49.15,Clear,0,863,0.1273,0.44,No Delay,20.48,7.95,16.86
T2589,A14,15-09-2025 09:09,8.52,12.78,Morning Peak,High,31.42,Clear,0,748,0.0269,5.23,Traffic,18.01,4.6,19.55
T2590,A9,13-09-2025 10:51,16.32,24.48,Morning Peak,High,8.4,Rain,1,697,0.9903,13.66,Incident,38.14,5.75,40.55
T2591,A9,15-09-2025 10:45,17.57,26.36,Morning Peak,Low,40.16,Clear,0,840,0,0.23,No Delay,26.59,14.57,18.62
T2592,A40,27-09-2025 23:20,22.04,33.06,Evening Peak,Low,32.36,Clear,0,963,0.1445,1.61,No Delay,34.67,8.62,32.6
T2593,A26,12-09-2025 16:03,21.35,32.03,Evening Peak,High,20.66,Clear,0,910,0.6734,16.51,Incident,48.54,16.76,36.59
T2594,A15,20-09-2025 22:13,24.92,37.38,Morning Peak,High,24.26,Fog,2,289,1.3237,20.83,Incident,58.21,11.68,46.4
T2595,A36,13-09-2025 14:15,7.5,11.25,Night,Low,44.53,Clear,0,768,0,-0.12,No Delay,11.13,4.47,9.82
T2596,A45,27-09-2025 20:39,26.36,39.54,Night,Medium,21.51,Clear,0,840,1.0665,24.36,Incident,63.9,48.95,17.69
T2597,A35,01-09-2025 15:42,6.48,9.72,Evening Peak,High,8.18,Rain,1,466,1.2669,4.82,Incident,14.54,11.7,5.62
T2598,A35,02-09-2025 19:45,29.77,44.66,Evening Peak,Low,30.14,Rain,1,657,0.2947,9.71,Weather,54.37,17.36,46.5
T2599,A32,16-09-2025 03:49,12.87,19.3,Night,Medium,40.92,Fog,2,222,0.5427,7.56,Weather,26.86,0.71,28.34
T2600,A29,13-09-2025 19:12,8.83,13.25,Night,High,7.62,Fog,2,340,0.9468,6.34,Incident,19.59,16.27,11.63
T2601,A1,09-09-2025 06:15,6.31,9.46,Morning Peak,High,21.53,Clear,0,1046,0.1605,2.91,Traffic,12.37,7.38,8.65
T2602,A45,23-09-2025 16:33,11.28,16.92,Evening Peak,High,27.45,Clear,0,891,0.1635,8.57,Traffic,25.49,13.88,14.1
T2603,A22,06-09-2025 19:37,7.98,11.97,Afternoon,Medium,42.73,Clear,0,941,0,-0.32,No Delay,11.65,7.67,6.73
T2604,A49,29-09-2025 18:14,3.74,5.61,Evening Peak,High,26.13,Clear,0,903,0.1256,1.51,Traffic,7.12,2.24,8.11
T2605,A30,03-09-2025 07:57,12.94,19.41,Night,Low,29.34,Fog,2,177,0.2501,6.55,No Delay,25.96,17.25,13.9
T2606,A40,08-09-2025 03:26,3.47,5.21,Afternoon,Low,43.52,Clear,0,880,0.0879,0.04,No Delay,5.25,0.6,7.64
T2607,A21,21-09-2025 22:47,20.08,30.12,Morning Peak,High,29.79,Clear,0,933,0.3133,6.58,Traffic,36.7,19.75,21.04
T2608,A35,16-09-2025 01:11,12.56,18.84,Evening Peak,High,28.03,Clear,0,901,0.3264,7.61,Traffic,26.45,4.68,23.57
T2609,A46,26-09-2025 02:33,19.86,29.79,Morning Peak,Medium,45.95,Rain,1,547,0.2683,4.15,Weather,33.94,20.5,20.21
T2610,A48,18-09-2025 07:52,5.84,8.76,Evening Peak,High,16.17,Fog,2,216,0.8005,5.59,Incident,14.35,0.71,14.84
T2611,A26,12-09-2025 15:31,10.07,15.11,Afternoon,Low,31.53,Clear,0,908,0.1208,0.18,No Delay,15.29,6.21,14.93
T2612,A43,18-09-2025 01:57,3.39,5.08,Night,Medium,45.74,Clear,0,1055,0.032,0.25,No Delay,5.33,2.96,5.18
T2613,A45,11-09-2025 21:05,7.07,10.61,Night,Medium,53.48,Fog,2,265,0.4255,2.43,Weather,13.04,9.26,7.1
T2614,A24,25-09-2025 14:44,29.43,44.15,Afternoon,Medium,41.05,Rain,1,649,0.1501,18.25,Weather,62.4,28.77,40.49
T2615,A7,14-09-2025 13:22,10.41,15.61,Morning Peak,Medium,22.15,Storm,3,296,0.3469,2.21,Weather,17.82,14.59,11.56
T2616,A46,08-09-2025 03:30,26.17,39.26,Evening Peak,High,35.59,Clear,0,804,0.2399,16.92,Traffic,56.18,10.08,51.32
T2617,A19,27-09-2025 07:40,14.07,21.11,Morning Peak,High,6.93,Rain,1,556,0.4899,9.72,Incident,30.83,1.91,32.74
T2618,A39,06-09-2025 00:08,28.71,43.06,Evening Peak,High,29.57,Fog,2,335,0.2615,18.44,Traffic,61.5,14.53,48.97
T2619,A22,06-09-2025 23:21,22.62,33.93,Afternoon,Low,26.47,Rain,1,639,0.434,15.15,Weather,49.08,43.01,7.82
T2620,A39,26-09-2025 08:27,15.77,23.66,Evening Peak,High,18.03,Storm,3,147,0.5175,10.95,Incident,34.61,14.8,22.08
T2621,A30,05-09-2025 19:42,26.69,40.04,Night,High,30.73,Clear,0,818,0.2338,12.7,Traffic,52.74,27.91,25.67
T2622,A35,13-09-2025 11:38,17.51,26.27,Night,Low,44.23,Clear,0,991,0.2426,0.37,No Delay,26.64,18.15,11.9
T2623,A48,30-09-2025 04:16,21.6,32.4,Evening Peak,Medium,18.32,Clear,0,845,1.0293,18.47,Incident,50.87,2.44,55.42
T2624,A12,07-09-2025 10:43,9.8,14.7,Night,Low,24.78,Fog,2,217,0.4854,6.11,Weather,20.81,9.47,13.82
T2625,A10,18-09-2025 08:39,23.4,35.1,Afternoon,Low,55.43,Clear,0,997,0.1393,-0.54,No Delay,34.56,12.99,25.18
T2626,A3,18-09-2025 14:12,3.6,5.4,Night,Low,44.54,Clear,0,879,0.1208,0.28,No Delay,5.68,3.76,5.56
T2627,A21,16-09-2025 09:11,6.99,10.49,Night,High,23.07,Storm,3,192,0.5544,6.42,Incident,16.91,6.64,11.95
T2628,A46,14-09-2025 01:00,5.4,8.1,Evening Peak,Low,39.69,Fog,2,142,0.5413,1.54,Weather,9.64,4.35,11.01
T2629,A22,17-09-2025 19:29,24.15,36.23,Afternoon,Low,38.71,Clear,0,943,0,-0.25,No Delay,35.98,7.14,34.48
T2630,A4,19-09-2025 23:03,26.83,40.24,Morning Peak,Medium,14.74,Rain,1,469,0.2944,20.21,Traffic,60.45,44.73,20.05
T2631,A43,14-09-2025 09:21,24.1,36.15,Morning Peak,Medium,26.41,Clear,0,850,0.2626,13.67,Traffic,49.82,23.45,31.92
T2632,A18,07-09-2025 05:34,18.58,27.87,Morning Peak,Medium,22.02,Rain,1,486,0.1262,11.08,Traffic,38.95,5.2,36.33
T2633,A27,14-09-2025 15:52,27.99,41.98,Evening Peak,High,39.64,Rain,1,603,0.0704,9.4,Traffic,51.38,10.95,38.92
T2634,A34,02-09-2025 05:13,9.19,13.78,Morning Peak,High,41.33,Clear,0,828,0.5282,4.49,Traffic,18.27,15.88,9.83
T2635,A6,05-09-2025 08:41,25.54,38.31,Night,High,33.25,Clear,0,854,0.3617,8.53,Traffic,46.84,2.71,56.59
T2636,A28,20-09-2025 18:40,17.87,26.81,Afternoon,High,20.24,Clear,0,775,0.5411,9.5,Incident,36.31,29.76,9.84
T2637,A33,13-09-2025 22:04,26.96,40.44,Afternoon,Low,47.57,Clear,0,1045,0.0772,-1.14,No Delay,39.3,18.01,27.98
T2638,A50,27-09-2025 07:37,22.81,34.21,Evening Peak,High,27.2,Clear,0,778,0.3766,15.34,Traffic,49.55,17.86,39.32
T2639,A6,29-09-2025 05:19,18.81,28.21,Night,Low,57.38,Clear,0,985,0.0281,0.53,No Delay,28.74,6.38,31.58
T2640,A26,24-09-2025 01:57,9.74,14.61,Night,High,14.67,Rain,1,513,0.3778,8.68,Incident,23.29,7.41,23.72
T2641,A2,07-09-2025 02:24,3.37,5.06,Morning Peak,Low,42.1,Storm,3,126,0.1517,0.79,Weather,5.85,4.33,6.88
T2642,A19,28-09-2025 09:33,27.43,41.14,Night,High,29.22,Clear,0,864,0.2405,21.31,Traffic,62.45,47.36,22.49
T2643,A8,29-09-2025 16:04,2.57,3.85,Night,High,43.47,Storm,3,277,0.2403,1.23,Weather,5.08,3.66,5.78
T2644,A16,25-09-2025 11:56,20.47,30.7,Afternoon,Medium,10,Rain,1,633,1.2322,14.33,Incident,45.03,3.1,46.97
T2645,A35,29-09-2025 00:13,26.6,39.9,Evening Peak,Medium,30.26,Rain,1,633,0.1581,15.67,Traffic,55.57,12.42,48.76
T2646,A32,06-09-2025 18:56,4.99,7.49,Afternoon,Low,34.31,Clear,0,838,0,0.3,No Delay,7.79,3.77,11.39
T2647,A32,24-09-2025 08:24,19.2,28.8,Night,Low,41.53,Clear,0,927,0.1714,0.06,No Delay,28.86,9.04,27.37
T2648,A19,19-09-2025 18:55,2.79,4.19,Night,High,21.97,Rain,1,584,1.0373,1.73,Incident,5.92,0.68,7.59
T2649,A39,19-09-2025 20:08,9.24,13.86,Night,Low,60.57,Clear,0,1048,0.0396,0.06,No Delay,13.92,0.77,21.87
T2650,A24,05-09-2025 11:00,3.53,5.29,Evening Peak,High,22.89,Clear,0,805,0.0626,2.43,Traffic,7.72,5.44,9.2
T2651,A3,01-09-2025 05:04,28.82,43.23,Night,High,25.76,Fog,2,171,0.921,16.63,Incident,59.86,33.63,28.17
T2652,A32,25-09-2025 19:14,6.94,10.41,Afternoon,Medium,44.1,Clear,0,898,0,0.13,No Delay,10.54,3.76,9.59
T2653,A24,25-09-2025 18:05,25,37.5,Evening Peak,High,30.85,Clear,0,925,0.3596,16.23,Traffic,53.73,34.95,26.23
T2654,A47,07-09-2025 03:48,8.74,13.11,Afternoon,Low,47.13,Clear,0,1085,0.0493,-0.4,No Delay,12.71,2.06,14.1
T2655,A5,03-09-2025 15:18,25.63,38.44,Evening Peak,Medium,29.43,Clear,0,841,0.4126,15.52,Traffic,53.96,43.24,16.45
T2656,A3,18-09-2025 04:25,28.24,42.36,Morning Peak,High,33.7,Rain,1,505,0.0634,19.68,Traffic,62.04,7.25,54.69
T2657,A22,16-09-2025 19:29,7.38,11.07,Night,Medium,30.76,Fog,2,201,0.4195,2.99,Weather,14.06,3.6,14.32
T2658,A26,26-09-2025 17:38,17.64,26.46,Morning Peak,High,18.5,Storm,3,191,0.7575,8.78,Incident,35.24,8.84,32.85
T2659,A39,23-09-2025 14:04,22.72,34.08,Night,Low,38.54,Rain,1,598,0.3802,7.11,Weather,41.19,18.19,25.5
T2660,A9,16-09-2025 02:58,4.36,6.54,Night,Low,34.37,Storm,3,104,0.344,0.82,Weather,7.36,1.05,10.44
T2661,A18,16-09-2025 13:12,6.69,10.04,Night,High,14.8,Storm,3,265,1.0322,6.18,Incident,16.22,4.09,19.67
T2662,A30,09-09-2025 10:48,16.45,24.68,Night,Medium,34.73,Fog,2,177,0.2566,8.37,Weather,33.05,25.69,12.18
T2663,A4,11-09-2025 10:46,17.85,26.78,Evening Peak,High,18.91,Clear,0,845,0.3173,13.47,Traffic,40.25,18.42,28.32
T2664,A32,19-09-2025 23:51,28.72,43.08,Afternoon,Low,45.56,Clear,0,858,0.0327,-1.59,No Delay,41.49,30.74,14.31
T2665,A38,10-09-2025 08:34,6.84,10.26,Evening Peak,High,39.83,Clear,0,943,0.0965,2.64,Traffic,12.9,4.8,11.78
T2666,A10,20-09-2025 09:54,12.26,18.39,Night,High,25.9,Fog,2,170,0.8516,7.52,Incident,25.91,23.3,4.39
T2667,A42,20-09-2025 12:57,15.75,23.62,Afternoon,High,16.54,Clear,0,964,0.9557,9.75,Incident,33.37,28.33,10.78
T2668,A37,27-09-2025 02:04,25.77,38.66,Night,Low,49.52,Clear,0,848,0.0578,-0.29,No Delay,38.37,3.02,39.1
T2669,A16,02-09-2025 16:19,17.47,26.2,Afternoon,Low,46.2,Clear,0,808,0.0884,-0.1,No Delay,26.1,9.98,22.87
T2670,A39,27-09-2025 00:33,19.96,29.94,Afternoon,Low,53.13,Clear,0,953,0.0938,0.93,No Delay,30.87,7.39,28.53
T2671,A5,30-09-2025 13:07,11.17,16.75,Night,High,17.01,Storm,3,112,0.899,9.45,Incident,26.2,5.42,25.41
T2672,A37,13-09-2025 19:17,10.06,15.09,Morning Peak,High,25.33,Clear,0,771,0.3836,6.99,Traffic,22.08,1.12,27.19
T2673,A2,29-09-2025 21:09,7.62,11.43,Night,Medium,30.2,Storm,3,129,0.415,3.64,Weather,15.07,12.23,8.6
T2674,A8,28-09-2025 11:11,15.36,23.04,Night,High,14.72,Rain,1,540,0.8126,13.38,Incident,36.42,6.77,38.78
T2675,A24,14-09-2025 01:09,28.84,43.26,Evening Peak,Low,31.21,Storm,3,170,0.1838,10.41,Weather,53.67,37.94,20.91
T2676,A39,04-09-2025 23:37,24.94,37.41,Afternoon,High,43.53,Fog,2,162,0.5199,16.16,Weather,53.57,4.19,54.67
T2677,A1,16-09-2025 22:54,9.46,14.19,Evening Peak,High,33.27,Clear,0,854,0.2454,4.35,Traffic,18.54,1.09,24.54
T2678,A47,08-09-2025 16:03,29.98,44.97,Evening Peak,Low,38.09,Clear,0,884,0,0.54,No Delay,45.51,4.67,50.34
T2679,A40,10-09-2025 07:54,12.66,18.99,Morning Peak,Medium,26.9,Clear,0,859,0.0778,7.17,Traffic,26.16,22.28,6.27
T2680,A6,24-09-2025 02:16,17.44,26.16,Morning Peak,Low,40.22,Storm,3,132,0.5255,9.48,Weather,35.64,17.07,22.62
T2681,A14,15-09-2025 13:32,26.54,39.81,Morning Peak,High,21.66,Clear,0,815,1.3127,14.9,Incident,54.71,45.9,12.21
T2682,A37,11-09-2025 03:43,5.67,8.5,Afternoon,Low,55.72,Clear,0,893,0.0334,-0.24,No Delay,8.26,1.85,12.43
T2683,A11,29-09-2025 15:30,7.67,11.51,Night,Low,17.66,Rain,1,661,0.3427,1.27,Weather,12.78,1.18,13.72
T2684,A29,07-09-2025 04:39,7.98,11.97,Morning Peak,Low,32.25,Fog,2,325,0.1342,4.49,Weather,16.46,3.26,18.57
T2685,A12,16-09-2025 11:53,18.04,27.06,Night,Low,47.11,Clear,0,758,0,-1.08,No Delay,25.98,1.13,25.7
T2686,A43,03-09-2025 13:52,13.86,20.79,Afternoon,High,20.86,Fog,2,179,0.1094,9.27,Traffic,30.06,20.36,17.2
T2687,A8,01-09-2025 18:57,20.84,31.26,Morning Peak,High,17.27,Clear,0,922,1.1762,13.4,Incident,44.66,13.93,38.43
T2688,A2,19-09-2025 13:35,25.04,37.56,Evening Peak,Low,31.91,Clear,0,972,0.1015,-1.09,No Delay,36.47,26.54,17.41
T2689,A41,14-09-2025 23:12,8.8,13.2,Afternoon,Medium,18.86,Storm,3,215,0.153,2.05,Weather,15.25,10.07,10.13
T2690,A50,22-09-2025 11:44,16.39,24.59,Morning Peak,High,18.57,Clear,0,1078,1.353,14.01,Incident,38.6,28.19,12.21
T2691,A22,13-09-2025 19:09,23.65,35.47,Morning Peak,Medium,14.52,Fog,2,140,1.1117,22.38,Incident,57.85,48.22,12.15
T2692,A19,14-09-2025 15:30,26.2,39.3,Afternoon,Medium,32.98,Fog,2,301,0.2517,13.27,Weather,52.57,12.09,39.22
T2693,A5,06-09-2025 05:17,7.4,11.1,Afternoon,Low,41.62,Storm,3,115,0.2922,1.65,Weather,12.75,2.16,18.77
T2694,A47,30-09-2025 19:15,24.28,36.42,Night,Medium,30.04,Storm,3,229,0.5499,9.1,Weather,45.52,31.61,20.28
T2695,A48,19-09-2025 07:25,27.64,41.46,Morning Peak,High,16.05,Fog,2,335,0.832,25.03,Incident,66.49,0.23,76.07
T2696,A40,17-09-2025 19:24,18.32,27.48,Morning Peak,High,31.83,Clear,0,965,0.1183,12.4,Traffic,39.88,28.69,18.82
T2697,A6,26-09-2025 23:44,14.32,21.48,Evening Peak,Low,27.14,Fog,2,263,0.3211,4.3,Weather,25.78,13.14,14.12
T2698,A41,17-09-2025 00:24,22.92,34.38,Night,High,20.07,Clear,0,954,0.7702,10.72,Incident,45.1,7.2,38.27
T2699,A37,16-09-2025 13:16,17.51,26.27,Evening Peak,High,14.26,Clear,0,842,0.1576,9.09,Traffic,35.36,11.71,32
T2700,A4,14-09-2025 15:31,3.97,5.96,Morning Peak,Low,25.38,Storm,3,243,0.3303,2.46,Weather,8.42,7.01,8.01
T2701,A20,21-09-2025 16:34,4.03,6.04,Morning Peak,High,54.35,Storm,3,220,0.2711,1.2,Weather,7.24,1.98,10.01
T2702,A26,22-09-2025 17:54,4.2,6.3,Afternoon,Low,35.86,Rain,1,599,0.4593,0.69,Weather,6.99,2.69,9.35
T2703,A42,23-09-2025 18:01,3.22,4.83,Afternoon,Medium,14.86,Rain,1,703,1.1731,2.64,Incident,7.47,6.11,8.36
T2704,A31,10-09-2025 06:53,16.32,24.48,Evening Peak,High,25.61,Rain,1,549,0.6339,15.07,Incident,39.55,7.44,41.86
T2705,A19,06-09-2025 01:01,3.58,5.37,Evening Peak,Medium,28.03,Fog,2,355,0.4056,0.74,Weather,6.11,3.64,6.41
T2706,A39,07-09-2025 17:20,13.54,20.31,Morning Peak,High,20.34,Clear,0,921,0.2582,6.35,Traffic,26.66,17.08,17.72
T2707,A14,07-09-2025 16:20,2.29,3.44,Afternoon,Medium,34.26,Clear,0,850,0,0.21,No Delay,3.65,2.01,3.78
T2708,A13,21-09-2025 02:02,4.09,6.13,Afternoon,Low,53.93,Clear,0,933,0.185,-0.14,No Delay,5.99,1.41,10.31
T2709,A21,06-09-2025 08:57,11.39,17.09,Evening Peak,Low,51.91,Clear,0,883,0.0084,0.13,No Delay,17.22,3.23,21.78
T2710,A36,22-09-2025 12:16,29.94,44.91,Night,Low,38.02,Fog,2,250,0.0846,13.16,Weather,58.07,8,54.66
